Estación;Año;Día;Oct;Nov;Dic;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sep
1363;1970-1971;1;0,14;0,80;7,24;0,99;9,14;4,65;16,25;21,40;13,10;2,76;2,80;0,81
1363;1970-1971;2;0,04;0,80;4,94;0,99;8,38;4,36;19,16;18,60;12,30;2,54;2,71;0,66
1363;1970-1971;3;0,04;0,71;3,20;0,80;7,62;4,36;18,60;16,25;11,10;2,98;2,61;0,66
1363;1970-1971;4;0,04;0,71;3,20;0,71;6,86;3,20;18,13;13,90;10,30;3,78;2,52;0,66
1363;1970-1971;5;0,04;0,71;3,20;0,99;6,10;2,98;18,60;15,31;9,14;3,20;2,42;0,62
1363;1970-1971;6;0,04;0,71;2,76;3,20;6,10;2,76;19,72;15,31;8,00;2,76;2,42;0,62
1363;1970-1971;7;0,04;0,80;2,76;3,20;6,10;2,54;23,08;13,90;7,24;2,32;2,33;0,59
1363;1970-1971;8;0,04;0,99;3,78;4,65;6,10;2,54;22,52;13,10;12,30;1,65;2,23;0,59
1363;1970-1971;9;0,04;0,90;5,23;5,81;6,10;2,54;22,52;12,30;13,10;1,43;2,23;0,55
1363;1970-1971;10;0,42;0,61;5,52;6,10;5,52;2,32;18,60;12,30;12,70;1,43;2,23;0,55
1363;1970-1971;11;0,23;0,52;28,22;6,10;4,94;2,32;17,66;11,90;11,90;1,21;2,23;0,55
1363;1970-1971;12;0,14;0,52;13,10;6,10;4,36;2,32;17,66;13,90;11,10;1,21;2,23;0,55
1363;1970-1971;13;0,04;1,43;11,90;6,48;4,07;2,32;17,66;14,84;9,52;1,65;2,04;0,55
1363;1970-1971;14;0,04;2,76;9,90;4,94;4,36;2,32;17,66;13,50;9,14;3,20;1,85;0,55
1363;1970-1971;15;0,04;4,65;8,00;4,36;4,94;2,32;16,72;13,90;8,00;4,65;1,85;0,55
1363;1970-1971;16;0,04;9,90;6,10;3,20;7,62;2,10;15,78;13,10;6,86;7,62;1,79;0,55
1363;1970-1971;17;0,04;8,00;4,65;3,20;10,30;2,10;13,90;17,66;6,10;11,10;1,67;0,55
1363;1970-1971;18;0,04;5,52;3,78;3,20;13,90;2,98;13,10;35,28;5,81;6,71;1,67;0,55
1363;1970-1971;19;0,04;5,81;3,20;6,10;10,30;2,98;13,90;30,23;5,52;5,69;1,43;0,55
1363;1970-1971;20;0,33;5,52;3,20;7,24;10,30;2,98;17,19;28,89;4,94;5,25;1,31;0,62
1363;1970-1971;21;0,99;4,65;2,98;8,00;9,14;4,36;23,64;28,22;4,65;4,59;1,25;0,70
1363;1970-1971;22;2,10;3,20;2,98;8,00;9,14;12,70;23,08;28,22;4,07;4,15;1,14;0,70
1363;1970-1971;23;0,99;3,20;2,76;13,50;8,00;11,90;25,54;28,89;3,78;3,88;1,14;0,81
1363;1970-1971;24;0,99;3,78;2,10;17,66;6,10;9,14;24,20;23,08;3,49;3,75;1,09;0,70
1363;1970-1971;25;0,99;6,48;0,99;15,78;6,10;11,10;16,25;21,40;3,49;3,61;1,03;0,70
1363;1970-1971;26;0,99;4,65;0,99;13,10;5,52;13,50;13,90;24,20;3,49;3,88;1,03;0,66
1363;1970-1971;27;0,99;2,98;0,99;11,90;5,23;21,96;13,90;23,08;3,49;3,61;1,03;0,66
1363;1970-1971;28;0,99;3,20;0,99;11,90;4,94;39,62;13,90;19,72;3,20;3,48;1,03;0,66
1363;1970-1971;29;0,99;15,31;0,99;10,70;-;28,22;15,31;18,60;2,98;3,34;0,92;0,66
1363;1970-1971;30;0,99;10,70;0,99;11,90;-;27,55;25,54;13,90;2,76;3,07;0,92;0,66
1363;1970-1971;31;1,21;-;0,99;13,10;-;17,19;-;13,10;-;2,94;0,81;-
1363;1975-1976;1;6,30;2,66;12,19;5,30;11,48;7,52;7,52;8,13;2,66;0,98;0,98;1,44
1363;1975-1976;2;5,05;3,04;12,90;5,30;8,13;6,91;8,13;8,13;2,28;1,44;0,98;1,33
1363;1975-1976;3;3,80;12,90;18,94;5,30;8,13;6,30;8,74;8,13;2,28;1,21;0,98;1,21
1363;1975-1976;4;3,80;13,64;20,50;5,30;8,13;5,80;12,90;8,74;2,28;1,44;0,98;1,21
1363;1975-1976;5;3,80;8,74;15,12;5,80;7,52;5,80;11,48;11,48;2,28;4,30;0,98;1,21
1363;1975-1976;6;3,42;6,91;11,48;6,30;8,13;5,80;10,06;12,90;1,90;5,30;0,98;1,10
1363;1975-1976;7;3,04;6,30;10,77;6,30;7,52;5,80;8,74;11,48;1,90;3,04;0,98;1,10
1363;1975-1976;8;2,66;5,80;10,06;6,30;7,52;7,52;8,74;9,35;1,90;2,66;0,98;0,98
1363;1975-1976;9;2,47;4,80;9,35;6,30;7,52;6,91;8,13;9,35;1,90;2,28;0,98;0,98
1363;1975-1976;10;2,28;4,80;8,13;6,30;10,06;5,80;8,13;8,74;1,67;1,90;0,98;1,67
1363;1975-1976;11;6,30;4,80;8,13;5,80;22,02;5,30;7,52;8,13;1,67;1,90;0,98;1,44
1363;1975-1976;12;15,12;5,80;9,35;5,80;14,38;5,30;7,52;6,30;1,67;1,90;0,98;1,44
1363;1975-1976;13;11,48;6,30;10,06;5,80;8,13;5,80;6,30;6,30;1,67;1,67;0,98;1,44
1363;1975-1976;14;11,48;5,30;10,77;5,80;18,94;6,30;5,80;5,80;1,67;1,67;0,98;1,44
1363;1975-1976;15;11,48;4,30;10,06;5,30;12,90;6,91;6,30;5,80;1,44;1,67;0,98;1,33
1363;1975-1976;16;10,06;3,80;10,77;4,80;10,06;6,30;40,90;5,30;1,44;1,67;0,98;1,44
1363;1975-1976;17;8,13;16,60;12,19;4,80;8,74;6,30;26,76;5,80;1,21;1,90;0,98;1,44
1363;1975-1976;18;6,91;15,86;12,19;4,30;8,13;8,13;27,58;5,30;1,21;1,90;0,86;1,21
1363;1975-1976;19;15,12;15,12;10,06;3,80;7,52;8,13;26,76;4,80;1,21;1,67;0,86;1,21
1363;1975-1976;20;11,48;12,90;8,13;3,80;7,52;8,13;22,78;4,30;1,21;1,67;0,86;1,21
1363;1975-1976;21;10,77;15,12;6,91;3,42;6,91;7,52;19,72;3,80;1,21;1,67;0,86;1,21
1363;1975-1976;22;8,13;23,54;6,30;3,42;8,13;8,74;18,94;3,80;1,21;1,67;0,86;1,44
1363;1975-1976;23;6,30;20,50;6,30;3,42;8,13;6,91;16,60;3,80;1,67;1,67;0,86;1,21
1363;1975-1976;24;5,30;16,60;5,80;3,04;10,77;6,30;12,90;3,80;1,44;1,44;0,86;1,21
1363;1975-1976;25;4,80;20,50;5,80;3,23;10,77;5,80;10,77;3,80;1,21;1,44;1,67;3,04
1363;1975-1976;26;4,30;15,12;5,80;3,42;9,35;5,30;9,35;3,42;1,21;1,44;1,67;3,42
1363;1975-1976;27;3,80;14,38;6,30;3,42;8,74;5,30;9,35;3,42;1,21;1,21;1,67;3,04
1363;1975-1976;28;3,42;13,64;6,30;3,42;6,91;5,80;8,74;3,42;1,21;1,21;1,44;3,23
1363;1975-1976;29;3,04;16,60;6,30;4,30;6,91;6,30;8,13;3,04;1,21;1,21;1,67;2,66
1363;1975-1976;30;2,66;14,38;5,80;5,30;-;6,91;8,13;2,66;0,98;0,98;2,28;2,28
1363;1975-1976;31;2,66;-;5,30;5,80;-;6,91;-;2,66;-;0,98;1,67;-
1363;1980-1981;1;0,77;1,09;2,15;4,61;6,14;8,27;8,81;15,40;3,32;1,45;0,85;0,85
1363;1980-1981;2;0,77;0,85;2,15;4,36;6,14;6,65;7,19;15,40;3,32;1,87;0,85;0,85
1363;1980-1981;3;0,77;0,85;4,10;4,36;6,65;6,14;7,19;14,14;3,32;2,15;0,85;0,85
1363;1980-1981;4;0,77;1,59;5,63;4,36;6,40;6,40;6,65;12,25;3,13;1,59;1,59;0,77
1363;1980-1981;5;0,77;1,59;3,71;3,91;7,73;5,63;6,65;11,38;2,93;1,45;1,21;0,77
1363;1980-1981;6;0,77;1,59;3,52;3,71;9,35;6,92;6,65;11,09;2,74;1,59;1,21;0,77
1363;1980-1981;7;0,77;1,59;3,52;3,52;7,73;8,81;6,14;10,51;2,54;1,59;1,33;0,77
1363;1980-1981;8;0,77;2,35;3,52;3,32;7,19;17,10;5,63;8,81;2,35;1,45;1,73;0,77
1363;1980-1981;9;0,77;2,15;3,13;2,93;6,65;12,88;5,38;9,35;2,15;3,13;1,59;0,77
1363;1980-1981;10;0,77;3,52;2,93;2,93;7,19;15,40;5,12;9,35;2,15;3,32;1,21;0,77
1363;1980-1981;11;0,85;3,32;2,35;3,32;6,14;14,14;10,51;8,27;2,15;2,35;1,09;0,77
1363;1980-1981;12;1,45;4,61;2,15;3,71;6,14;14,14;8,00;7,19;2,15;2,15;0,97;0,77
1363;1980-1981;13;1,21;10,51;2,15;4,61;5,12;9,93;8,00;6,92;2,01;1,59;0,97;0,77
1363;1980-1981;14;0,97;5,63;6,65;3,32;5,12;6,65;9,08;6,65;2,15;1,45;0,85;0,77
1363;1980-1981;15;1,59;4,10;13,51;6,65;5,12;5,63;7,73;6,40;1,87;1,45;0,85;0,77
1363;1980-1981;16;1,87;3,13;13,51;28,24;4,61;5,63;7,19;6,14;1,73;1,59;0,85;0,77
1363;1980-1981;17;1,59;2,35;14,77;20,16;3,91;5,89;7,19;5,63;1,59;1,59;0,85;0,77
1363;1980-1981;18;2,54;2,54;24,05;13,83;4,61;5,89;6,65;5,63;1,59;1,59;0,85;0,77
1363;1980-1981;19;2,35;2,01;35,80;12,25;4,10;5,63;6,14;5,63;1,59;1,45;0,85;0,77
1363;1980-1981;20;1,87;1,59;51,00;15,40;3,71;5,63;4,87;5,63;1,45;1,45;0,85;0,77
1363;1980-1981;21;1,87;1,59;22,20;21,52;3,32;5,63;7,19;5,12;1,45;1,45;1,09;0,77
1363;1980-1981;22;2,15;1,59;14,14;15,40;2,93;5,63;9,35;4,10;1,45;1,33;0,97;0,77
1363;1980-1981;23;2,15;1,59;11,09;12,25;2,93;5,38;10,80;4,61;1,45;1,33;0,85;0,77
1363;1980-1981;24;2,15;1,59;8,81;11,09;2,93;5,12;10,51;4,61;1,45;1,33;0,85;0,77
1363;1980-1981;25;1,87;1,59;6,65;9,93;2,93;5,12;14,14;4,10;1,45;1,21;0,85;0,85
1363;1980-1981;26;1,87;2,15;6,65;8,27;2,93;5,12;12,25;4,10;1,45;1,21;0,85;1,33
1363;1980-1981;27;1,59;2,15;10,51;7,19;5,12;4,87;11,67;4,10;2,35;1,09;0,85;0,97
1363;1980-1981;28;1,59;3,13;14,14;6,92;13,51;4,61;11,09;4,10;2,15;0,97;0,85;0,97
1363;1980-1981;29;1,59;4,10;8,81;6,65;-;4,61;11,09;4,10;1,73;0,85;0,85;0,97
1363;1980-1981;30;1,45;3,13;6,65;6,65;-;6,65;13,83;3,71;1,59;0,85;0,85;0,97
1363;1980-1981;31;1,33;-;6,14;6,92;-;8,81;-;3,71;-;0,85;0,85;-
1363;1981-1982;1;0,85;2,54;0,77;8,54;2,54;13,51;2,93;1,87;5,38;1,21;0,85;0,85
1363;1981-1982;2;0,85;2,35;1,33;6,40;2,35;11,09;2,74;1,87;11,67;1,21;1,45;0,85
1363;1981-1982;3;1,33;2,01;1,09;5,89;2,35;9,08;2,54;1,87;17,10;1,09;1,09;0,85
1363;1981-1982;4;1,59;1,87;0,85;6,92;2,35;8,54;3,71;1,73;14,77;1,09;0,97;0,77
1363;1981-1982;5;6,14;1,73;0,85;6,65;3,52;7,46;4,36;1,73;11,09;1,09;0,97;0,77
1363;1981-1982;6;7,19;1,59;0,85;6,92;3,32;6,92;4,10;1,73;8,27;0,97;0,97;0,77
1363;1981-1982;7;2,93;1,45;0,85;9,08;3,13;7,19;3,52;1,59;6,65;0,97;1,09;0,77
1363;1981-1982;8;2,93;1,33;0,85;6,65;2,93;7,46;3,32;1,59;5,38;0,97;1,09;0,77
1363;1981-1982;9;1,59;1,33;0,85;5,38;2,93;7,19;3,32;1,59;4,36;0,97;1,09;0,77
1363;1981-1982;10;1,45;1,33;0,85;5,89;2,93;6,65;3,13;1,59;3,91;0,97;1,09;0,77
1363;1981-1982;11;1,33;1,21;1,09;5,63;2,74;6,92;3,13;1,59;3,52;0,97;1,09;0,77
1363;1981-1982;12;1,33;1,09;1,87;4,87;2,74;6,65;3,13;4,87;3,13;0,97;1,09;0,77
1363;1981-1982;13;1,33;1,09;1,73;3,91;2,93;6,65;2,93;4,10;3,13;0,97;1,09;0,77
1363;1981-1982;14;1,21;1,09;2,74;3,52;2,54;6,14;2,93;2,35;2,93;0,97;0,97;0,77
1363;1981-1982;15;1,21;0,97;2,15;3,13;2,54;5,89;2,74;2,15;2,74;0,97;0,97;0,77
1363;1981-1982;16;1,21;0,97;3,32;6,65;2,54;5,38;2,74;2,15;2,54;0,97;0,97;0,77
1363;1981-1982;17;1,09;0,97;2,93;6,92;2,54;5,89;2,54;2,54;2,15;2,15;0,85;0,77
1363;1981-1982;18;2,35;0,97;3,13;5,63;2,54;5,89;2,54;2,01;2,01;0,85;0,97;0,77
1363;1981-1982;19;2,01;0,85;2,74;4,61;2,54;6,14;2,54;2,01;1,87;1,73;0,97;0,77
1363;1981-1982;20;1,73;0,85;2,35;4,10;2,35;6,92;2,35;2,01;1,87;0,97;0,85;0,85
1363;1981-1982;21;2,15;0,85;2,74;3,71;2,74;7,19;2,35;1,87;1,87;0,97;0,85;0,85
1363;1981-1982;22;3,71;0,77;6,65;3,13;4,10;7,19;2,15;1,87;1,59;0,97;0,85;0,77
1363;1981-1982;23;3,71;0,77;14,46;2,93;5,12;6,92;2,01;1,87;1,59;0,97;0,85;0,77
1363;1981-1982;24;3,32;0,77;11,67;2,74;4,61;5,89;2,01;1,87;1,45;0,85;0,85;0,77
1363;1981-1982;25;2,93;0,77;6,92;2,74;5,63;5,12;2,01;1,87;1,45;0,85;0,85;0,77
1363;1981-1982;26;8,00;0,77;4,87;2,93;11,09;4,61;2,01;2,15;1,33;0,85;0,85;0,77
1363;1981-1982;27;7,73;0,77;2,35;3,13;22,94;4,10;2,01;3,52;1,33;0,85;0,85;0,77
1363;1981-1982;28;5,63;0,68;5,38;3,32;18,12;3,71;2,01;4,61;1,33;0,85;0,85;0,77
1363;1981-1982;29;4,10;0,68;4,87;2,93;-;3,32;2,01;5,38;1,33;0,97;0,85;1,09
1363;1981-1982;30;3,32;0,85;12,88;2,93;-;3,13;2,01;5,89;1,21;0,97;0,85;1,33
1363;1981-1982;31;2,93;-;14,77;2,54;-;3,13;-;5,63;-;0,97;0,85;-
1363;1982-1983;1;0,85;2,15;7,19;7,73;3,32;11,09;24,79;9,35;4,10;1,33;1,87;4,87
1363;1982-1983;2;0,85;2,01;6,40;6,65;3,32;9,93;27,85;7,73;3,71;1,09;1,73;3,91
1363;1982-1983;3;0,85;1,87;5,38;6,40;3,13;8,81;21,18;7,19;3,52;3,13;1,73;3,13
1363;1982-1983;4;0,85;1,87;4,87;5,89;2,93;7,73;15,74;8,27;3,52;3,71;1,59;2,74
1363;1982-1983;5;1,73;1,73;8,00;5,38;3,13;6,92;17,10;9,35;3,52;4,10;1,87;2,93
1363;1982-1983;6;2,54;3,91;11,67;5,12;3,32;6,14;20,84;9,64;3,52;2,93;1,87;2,93
1363;1982-1983;7;3,52;27,85;12,88;5,38;4,36;5,89;26,29;8,00;3,32;2,15;1,73;2,93
1363;1982-1983;8;2,74;25,90;11,38;5,63;4,61;5,38;33,58;7,19;2,54;2,01;1,59;2,74
1363;1982-1983;9;1,87;13,83;9,35;4,87;4,10;5,12;28,63;6,14;2,35;1,73;1,59;2,74
1363;1982-1983;10;3,32;9,64;8,00;5,12;3,71;4,61;25,90;6,14;2,15;1,59;1,59;2,74
1363;1982-1983;11;3,71;7,73;6,92;5,12;3,71;4,61;22,20;5,12;1,87;1,45;1,59;2,74
1363;1982-1983;12;3,71;6,92;7,46;5,12;3,52;5,38;16,42;5,89;1,87;1,45;1,59;2,74
1363;1982-1983;13;5,12;13,83;8,27;4,61;3,71;4,61;13,51;5,38;2,15;1,45;1,59;2,74
1363;1982-1983;14;6,92;11,67;15,40;4,61;3,71;4,87;11,67;4,61;2,15;1,33;1,45;2,74
1363;1982-1983;15;4,87;15,09;17,78;4,36;3,71;4,87;10,22;4,61;2,15;1,33;1,59;2,74
1363;1982-1983;16;3,91;13,51;21,86;4,61;3,52;5,12;9,64;5,89;2,01;1,33;2,54;2,54
1363;1982-1983;17;3,32;17,78;20,50;4,36;3,52;6,65;10,51;5,38;1,87;1,33;2,74;2,54
1363;1982-1983;18;2,35;15,09;19,14;4,36;4,10;6,40;9,93;5,12;1,87;1,21;2,54;2,54
1363;1982-1983;19;2,35;11,09;15,40;4,10;9,93;6,14;15,40;4,87;1,87;1,21;2,15;2,54
1363;1982-1983;20;2,54;9,35;20,84;3,91;18,80;6,14;13,51;4,61;1,73;1,21;2,15;2,54
1363;1982-1983;21;2,54;7,73;25,53;3,52;21,52;5,63;12,57;4,36;1,59;1,21;2,01;2,54
1363;1982-1983;22;4,87;6,92;17,44;3,32;31,90;5,38;11,38;4,36;1,59;1,21;1,59;2,54
1363;1982-1983;23;6,40;6,14;17,44;3,13;32,74;4,61;11,67;4,36;1,33;1,21;5,12;2,54
1363;1982-1983;24;4,36;7,19;16,08;2,93;32,74;4,36;9,35;4,36;1,33;1,21;6,14;2,54
1363;1982-1983;25;3,32;5,63;18,12;2,93;31,48;4,87;8,00;4,36;1,45;1,33;10,22;2,54
1363;1982-1983;26;2,93;4,87;24,05;2,93;22,20;5,12;6,92;4,36;1,45;2,35;20,84;2,15
1363;1982-1983;27;2,54;4,10;18,80;3,13;17,44;6,92;6,40;4,10;1,59;3,13;12,25;2,01
1363;1982-1983;28;2,35;5,63;14,77;3,13;13,51;9,93;6,14;4,10;1,59;2,54;8,81;1,73
1363;1982-1983;29;2,15;9,35;12,25;3,32;-;17,78;5,89;4,10;1,33;2,15;6,65;1,33
1363;1982-1983;30;2,15;8,00;10,51;3,32;-;16,08;8,54;4,10;1,33;2,35;5,38;1,33
1363;1982-1983;31;2,01;-;8,81;3,32;-;16,76;-;4,10;-;2,15;6,92;-
1363;1983-1984;1;1,33;1,09;2,93;4,36;4,87;4,61;17,44;3,91;11,10;2,15;0,85;0,68
1363;1983-1984;2;1,33;1,09;2,93;4,36;6,65;4,87;16,76;4,10;7,95;2,15;0,85;0,68
1363;1983-1984;3;1,33;1,09;2,93;4,61;9,35;5,12;22,20;6,14;9,35;2,01;0,85;0,68
1363;1983-1984;4;1,33;1,09;2,93;4,61;11,67;5,38;23,68;7,46;10,05;2,01;0,85;0,68
1363;1983-1984;5;1,33;1,09;3,13;4,61;9,93;6,14;16,42;6,92;11,10;1,87;0,85;0,68
1363;1983-1984;6;1,33;1,09;3,13;6,14;9,93;7,19;12,57;6,65;11,80;1,87;0,85;0,97
1363;1983-1984;7;1,33;1,09;3,13;12,25;8,54;9,35;10,51;6,14;13,90;1,87;0,85;0,85
1363;1983-1984;8;1,33;1,73;3,32;22,20;13,51;10,80;9,93;5,38;12,15;1,73;0,85;0,85
1363;1983-1984;9;1,33;2,35;3,32;18,46;18,80;10,51;9,08;5,12;11,80;1,73;0,85;0,85
1363;1983-1984;10;1,21;2,01;3,32;12,25;16,76;9,64;8,27;4,10;11,45;1,73;0,85;0,77
1363;1983-1984;11;1,21;1,21;3,71;9,64;11,96;8,00;8,00;4,10;10,40;1,59;0,85;0,77
1363;1983-1984;12;1,09;1,09;3,91;8,27;9,35;6,92;7,73;4,10;9,70;1,59;0,85;0,77
1363;1983-1984;13;1,09;1,09;4,10;7,73;7,73;6,65;7,73;3,91;8,30;1,59;0,85;0,77
1363;1983-1984;14;1,09;0,97;3,91;7,19;6,40;6,14;7,73;3,91;7,60;1,59;0,85;0,77
1363;1983-1984;15;0,97;1,09;3,91;7,46;5,63;5,63;8,00;4,10;6,62;1,59;0,85;0,77
1363;1983-1984;16;0,97;1,09;4,87;6,92;5,63;5,63;7,19;6,40;5,99;1,45;0,85;0,77
1363;1983-1984;17;0,85;1,09;3,91;6,14;5,12;5,89;6,14;9,08;4,10;1,45;0,85;0,77
1363;1983-1984;18;0,85;1,33;5,38;5,89;4,61;5,89;6,14;11,09;4,73;1,33;0,85;0,77
1363;1983-1984;19;0,85;1,21;9,64;6,14;4,10;5,89;5,63;25,90;4,10;1,33;0,85;0,77
1363;1983-1984;20;0,85;1,21;8,27;5,89;4,10;6,14;5,63;32,13;4,10;1,33;0,85;0,77
1363;1983-1984;21;0,85;1,33;8,27;5,89;4,10;7,46;5,63;23,05;3,71;1,21;0,85;0,77
1363;1983-1984;22;0,85;3,13;6,65;8,27;4,10;8,00;5,63;18,82;3,71;1,21;0,97;0,77
1363;1983-1984;23;0,85;3,32;11,09;8,81;6,92;7,19;5,38;16,00;3,32;1,21;1,21;0,77
1363;1983-1984;24;0,85;3,13;11,67;8,27;9,35;11,09;5,38;17,40;3,32;1,09;1,09;0,77
1363;1983-1984;25;0,85;3,13;7,19;6,65;7,73;9,64;6,14;19,88;2,93;0,97;1,09;0,77
1363;1983-1984;26;0,85;3,13;5,89;5,63;5,89;7,73;5,38;19,53;2,74;0,97;0,85;0,77
1363;1983-1984;27;0,85;2,93;5,38;5,63;5,12;6,92;5,12;18,46;2,54;0,97;0,85;0,77
1363;1983-1984;28;0,85;2,93;5,38;5,63;4,61;13,20;4,61;16,70;2,54;0,97;0,85;0,77
1363;1983-1984;29;0,85;2,93;5,63;5,12;4,61;11,96;4,10;14,25;2,54;0,97;0,85;1,09
1363;1983-1984;30;0,85;2,93;5,38;4,61;-;12,25;4,10;13,20;2,35;0,97;0,77;1,09
1363;1983-1984;31;1,09;-;5,12;4,61;-;17,44;-;12,15;-;0,97;0,77;-
1363;1984-1985;1;1,21;1,21;15,65;9,35;6,62;9,35;8,30;7,95;7,60;1,87;1,33;0,85
1363;1984-1985;2;1,33;1,59;11,80;9,00;5,99;7,25;10,75;7,95;9,70;1,87;1,33;0,85
1363;1984-1985;3;1,59;2,54;12,50;7,95;5,68;7,95;12,50;7,60;9,00;2,54;1,33;0,85
1363;1984-1985;4;4,10;1,33;11,45;6,94;5,05;5,68;12,15;7,25;8,30;2,15;1,33;0,85
1363;1984-1985;5;13,20;1,33;10,05;6,62;4,42;4,73;13,90;6,94;7,95;2,01;1,33;0,85
1363;1984-1985;6;16,70;1,33;8,65;5,99;4,73;4,10;12,50;6,62;7,60;2,01;1,33;0,85
1363;1984-1985;7;9,35;2,93;8,30;5,36;7,95;4,10;12,50;6,31;6,94;1,87;1,33;0,85
1363;1984-1985;8;5,68;10,05;9,00;4,73;13,90;4,10;11,80;8,65;6,62;1,87;1,21;0,85
1363;1984-1985;9;5,05;5,36;6,31;4,10;14,95;4,10;11,45;9,35;5,36;2,93;1,21;0,85
1363;1984-1985;10;5,05;4,10;6,31;3,71;14,95;3,91;10,40;12,15;5,05;2,54;1,21;0,85
1363;1984-1985;11;4,73;3,71;5,36;3,71;16,00;3,91;9,35;14,25;4,73;2,15;1,21;0,85
1363;1984-1985;12;4,73;4,73;4,73;3,52;18,82;3,71;8,65;20,95;4,73;2,01;1,21;0,85
1363;1984-1985;13;4,10;10,05;5,36;3,13;17,05;3,32;7,95;22,00;4,73;2,01;1,21;0,85
1363;1984-1985;14;2,15;9,35;4,73;3,13;14,25;3,32;7,25;18,11;4,73;1,87;1,09;0,85
1363;1984-1985;15;2,15;7,60;3,71;3,13;16,35;3,32;6,31;16,00;4,42;1,87;1,09;0,77
1363;1984-1985;16;2,15;24,10;4,73;3,13;16,35;3,32;5,68;14,25;4,10;1,87;1,09;0,77
1363;1984-1985;17;1,87;18,46;4,42;4,10;12,15;3,32;5,68;12,50;4,10;1,73;1,09;0,77
1363;1984-1985;18;1,73;12,85;4,42;11,80;11,45;5,99;5,68;11,80;3,91;1,73;1,09;0,77
1363;1984-1985;19;1,73;12,15;4,42;9,00;12,15;20,95;5,68;11,45;3,91;1,73;1,09;0,77
1363;1984-1985;20;1,87;11,80;3,91;7,60;12,50;19,88;5,68;10,05;3,71;1,59;1,09;0,77
1363;1984-1985;21;1,73;11,45;11,45;3,32;10,75;14,60;6,62;9,35;3,52;1,59;0,97;0,77
1363;1984-1985;22;1,59;14,95;13,20;19,88;9,35;15,30;6,31;8,65;3,52;1,59;0,97;0,77
1363;1984-1985;23;1,59;14,95;10,05;15,30;8,30;13,90;12,15;7,95;3,32;1,59;0,97;0,77
1363;1984-1985;24;1,59;11,45;10,40;11,80;7,95;12,15;14,95;7,25;3,13;1,59;0,97;0,77
1363;1984-1985;25;1,59;9,00;11,45;11,45;7,25;10,75;16,35;6,62;2,93;1,59;0,97;0,77
1363;1984-1985;26;1,59;12,85;11,80;14,95;6,62;9,00;13,90;6,62;2,74;1,59;0,97;0,77
1363;1984-1985;27;1,45;10,40;12,15;10,75;6,62;7,95;12,15;6,62;2,54;1,45;0,97;0,77
1363;1984-1985;28;1,45;8,65;9,00;9,00;6,62;7,25;11,45;7,60;2,35;1,45;0,97;0,77
1363;1984-1985;29;1,33;6,94;7,95;8,65;-;6,62;10,05;7,60;2,15;1,45;0,97;0,77
1363;1984-1985;30;1,33;18,11;8,65;7,60;-;5,99;8,65;7,60;2,01;1,45;0,85;0,77
1363;1984-1985;31;1,33;-;8,65;6,94;-;6,31;-;7,95;-;1,45;0,85;-
1363;1985-1986;1;0,77;0,60;1,59;2,93;5,36;15,65;6,94;7,25;2,74;1,59;0,97;0,85
1363;1985-1986;2;0,77;0,60;2,15;6,94;4,42;16,70;7,25;9,35;2,74;1,45;0,97;0,85
1363;1985-1986;3;0,77;0,60;1,87;4,42;4,10;13,90;8,30;8,65;2,74;1,45;0,97;0,85
1363;1985-1986;4;0,77;0,60;1,45;4,10;3,71;10,75;7,60;7,60;2,74;1,33;0,97;0,85
1363;1985-1986;5;0,77;0,60;1,21;3,32;3,71;10,05;7,60;7,60;2,54;1,33;0,85;0,85
1363;1985-1986;6;0,68;0,60;1,09;3,32;3,52;9,70;7,25;7,25;4,73;1,21;0,85;0,85
1363;1985-1986;7;0,68;0,60;1,09;3,32;3,13;9,35;7,25;6,94;4,10;1,21;0,85;0,77
1363;1985-1986;8;0,68;0,60;0,97;3,32;4,10;7,95;6,94;6,62;3,71;1,21;0,85;0,77
1363;1985-1986;9;0,68;0,60;0,97;3,13;4,42;7,25;6,94;8,30;3,52;1,21;0,85;0,77
1363;1985-1986;10;0,68;0,85;0,97;3,13;3,91;6,94;6,94;12,15;2,93;1,21;0,97;0,77
1363;1985-1986;11;0,68;1,09;1,21;3,13;3,71;6,62;8,30;12,85;2,74;1,21;1,09;0,77
1363;1985-1986;12;0,68;1,21;1,09;2,93;3,71;6,31;8,65;13,20;2,54;1,21;0,97;1,73
1363;1985-1986;13;0,68;1,21;1,09;2,93;5,68;6,94;7,95;12,50;2,35;1,21;0,97;1,09
1363;1985-1986;14;0,68;1,09;1,09;2,93;9,00;7,25;9,35;11,10;2,35;1,21;0,97;2,15
1363;1985-1986;15;0,68;1,09;0,97;3,32;10,75;7,25;11,45;10,05;2,15;1,21;0,85;1,45
1363;1985-1986;16;0,68;1,09;0,97;15,65;20,24;6,94;11,10;10,75;2,15;1,21;0,85;1,73
1363;1985-1986;17;0,68;1,09;0,97;10,05;23,05;7,95;10,75;10,40;2,01;1,21;0,97;3,52
1363;1985-1986;18;0,68;1,09;0,97;7,60;21,65;10,40;10,05;9,70;2,01;1,21;0,97;4,10
1363;1985-1986;19;0,68;1,09;0,97;6,31;20,95;9,70;9,35;9,00;1,87;1,21;0,97;3,71
1363;1985-1986;20;0,68;1,09;0,85;5,68;12,15;9,35;8,65;7,60;1,87;1,09;0,97;2,54
